<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>,,PRICE,TOTAL,TOTALIF,IF,
06.11.2020,11:42:00,108416,115163,108125,114385,32,,"111522,25",3568712,,1,0
06.11.2020,11:43:00,112104,115149,107955,111078,66,,"111571,5",7363719,,0,0
06.11.2020,11:44:00,108477,115223,107927,110543,79,,"110542,5","8732857,5",,1,0
06.11.2020,11:45:00,111709,115105,108010,113200,8,,112006,896048,,1,0
06.11.2020,11:46:00,108650,115253,108019,113730,82,,111413,9135866,,1,0
06.11.2020,11:47:00,113463,115222,108083,114149,29,,"112729,25","3269148,25",,1,0
06.11.2020,11:48:00,111925,115259,107942,112389,14,,"111878,75","1566302,5",,1,0
06.11.2020,11:49:00,114161,115283,108104,111604,18,,112288,2021184,,0,0
06.11.2020,11:50:00,111981,115109,108174,110628,64,,111473,7134272,,0,0
06.11.2020,11:51:00,110687,115141,108118,115064,12,,"112252,5",1347030,,1,0
06.11.2020,11:52:00,108630,115027,107974,113357,32,,111247,3559904,,1,0
06.11.2020,11:53:00,109401,115274,107940,112591,26,,"111301,5",2893839,,1,0
06.11.2020,11:54:00,112043,115148,107905,109220,68,,111079,7553372,,0,0
06.11.2020,11:55:00,115273,115273,108115,112789,11,,"112862,5","1241487,5",,0,0
06.11.2020,11:56:00,109487,115085,107923,109244,72,,"110434,75",7951302,,0,0
06.11.2020,11:57:00,109841,115110,107922,112693,44,,"111391,5",4901226,,1,0
06.11.2020,11:58:00,112527,115215,108239,110524,50,,"111626,25","5581312,5",,0,0
06.11.2020,11:59:00,108230,115269,107919,115269,17,,"111671,75","1898419,75",,1,0
06.11.2020,12:00:00,108008,115270,107993,108096,12,,"109841,75",1318101,,1,0
06.11.2020,12:01:00,111752,115111,108036,111481,81,,111595,9039195,,0,0
06.11.2020,12:02:00,108282,115295,107978,112742,43,,"111074,25","4776192,75",,1,0
06.11.2020,12:03:00,112692,115284,107908,112353,98,,"112059,25","10981806,5",,0,0
06.11.2020,12:04:00,111423,115229,108036,110065,80,,"111188,25",8895060,,0,0
06.11.2020,12:05:00,110661,115188,108200,110305,58,,"111088,5",6443133,,0,0
06.11.2020,12:06:00,113214,115262,108067,111008,4,,"111887,75",447551,,0,0
06.11.2020,12:07:00,109833,115234,108072,109721,13,,110715,1439295,,0,0
06.11.2020,12:08:00,112292,115152,107971,109024,72,,"111109,75",7999902,,0,0
06.11.2020,12:09:00,113053,115287,107934,109600,4,,"111468,5",445874,,0,0
06.11.2020,12:10:00,114510,115170,108069,109526,59,,"111818,75","6597306,25",,0,0
06.11.2020,12:11:00,108492,115297,107965,108864,41,,"110154,5","4516334,5",,1,0
06.11.2020,12:12:00,107968,115282,107968,108996,72,,"110053,5",7923852,,1,0
06.11.2020,12:13:00,111655,115287,108041,113064,48,,"112011,75",5376564,,1,0
06.11.2020,12:14:00,111363,115250,107991,112420,14,,111756,1564584,,1,0
06.11.2020,12:15:00,113454,114894,107979,108413,74,,111185,8227690,,0,0
06.11.2020,12:16:00,111565,115283,107970,111945,5,,"111690,75","558453,75",,1,0
06.11.2020,12:17:00,112320,115209,108036,111824,88,,"111847,25",9842558,,0,0
06.11.2020,12:18:00,114419,115274,108067,109266,61,,"111756,5","6817146,5",,0,0
06.11.2020,12:19:00,110911,115245,108021,110661,38,,"111209,5",4225961,,0,0
06.11.2020,12:20:00,111705,115221,107958,108060,66,,110736,7308576,,0,0
06.11.2020,12:21:00,112840,115071,108166,114717,34,,"112698,5",3831749,,1,0
06.11.2020,12:22:00,108645,115199,107919,112302,27,,"111016,25","2997438,75",,1,0
06.11.2020,12:23:00,112672,115117,108015,108745,48,,"111137,25",5334588,,0,0
06.11.2020,12:24:00,110009,115285,108244,111923,29,,"111365,25","3229592,25",,1,0
06.11.2020,12:25:00,114624,115272,108095,113687,62,,"112919,5",7001009,,0,0
06.11.2020,12:26:00,112887,115289,107947,114679,66,,"112700,5",7438233,,1,0
06.11.2020,12:27:00,115182,115198,107955,110888,39,,"112305,75","4379924,25",,0,0
06.11.2020,12:28:00,109649,115292,107965,112328,81,,"111308,5","9015988,5",,1,0
06.11.2020,12:29:00,114429,115146,108162,112072,51,,"112452,25","5735064,75",,0,0
06.11.2020,12:30:00,113121,115268,107941,115268,73,,"112899,5","8241663,5",,1,0
06.11.2020,12:31:00,112556,115206,107954,115206,64,,"112730,5",7214752,,1,0
06.11.2020,12:32:00,108394,115285,108229,113416,34,,111331,3785254,,1,0
06.11.2020,12:33:00,110227,115217,108017,115118,22,,"112144,75","2467184,5",,1,0
06.11.2020,12:34:00,108490,115242,108087,108363,8,,"110045,5",880364,,0,0
06.11.2020,12:35:00,114770,115280,108027,113991,16,,113017,1808272,,0,0
06.11.2020,12:36:00,109001,115192,108076,112939,68,,111302,7568536,,1,0
06.11.2020,12:37:00,111899,115283,108210,110241,59,,"111408,25","6573086,75",,0,0
06.11.2020,12:38:00,110226,115251,108320,112510,52,,"111576,75",5801991,,1,0
06.11.2020,12:39:00,108482,114901,107996,110234,78,,"110403,25","8611453,5",,1,0
06.11.2020,12:40:00,111844,115265,108096,109208,92,,"111103,25",10221499,,0,0
06.11.2020,12:41:00,109898,115188,108020,109132,56,,"110559,5",6191332,,0,0
06.11.2020,12:42:00,110516,114997,107937,110748,83,,"111049,5","9217108,5",,1,0
06.11.2020,12:43:00,108229,115228,108229,114091,72,,"111444,25",8023986,,1,0
06.11.2020,12:44:00,110280,115203,108074,110953,85,,"111127,5","9445837,5",,1,0
06.11.2020,12:45:00,113976,115254,108109,108425,58,,111441,6463578,,0,0
06.11.2020,12:46:00,109507,115298,107993,112340,64,,"111284,5",7122208,,1,0
06.11.2020,12:47:00,108961,115136,107910,109981,12,,110497,1325964,,1,0
06.11.2020,12:48:00,110077,115297,107998,115077,5,,"112112,25","560561,25",,1,0
06.11.2020,12:49:00,114254,115138,107933,114510,49,,"112958,75","5534978,75",,1,0
06.11.2020,12:50:00,113846,115292,108034,114868,95,,113010,10735950,,1,0
06.11.2020,12:51:00,108568,115112,107910,115071,38,,"111665,25","4243279,5",,1,0
06.11.2020,12:52:00,114769,115224,107946,111432,58,,"112342,75","6515879,5",,0,0
06.11.2020,12:53:00,108633,115259,107911,109852,47,,"110413,75","5189446,25",,1,0
06.11.2020,12:54:00,113768,115194,107935,112254,23,,"112287,75","2582618,25",,0,0
06.11.2020,12:55:00,111254,115291,108163,115073,43,,"112445,25","4835145,75",,1,0
06.11.2020,12:56:00,113286,115252,107903,109085,62,,"111381,5",6905653,,0,0
06.11.2020,12:57:00,112384,115193,107906,112725,75,,112052,8403900,,1,0
06.11.2020,12:58:00,109604,115172,107942,113161,17,,"111469,75","1894985,75",,1,0
06.11.2020,12:59:00,114603,115204,107942,110454,6,,"112050,75","672304,5",,0,0
06.11.2020,13:00:00,111321,115268,108087,112397,6,,"111768,25","670609,5",,1,0
06.11.2020,13:01:00,108811,114958,107918,113450,16,,"111284,25",1780548,,1,0
06.11.2020,13:02:00,109424,115231,108611,115010,78,,112069,8741382,,1,0
06.11.2020,13:03:00,114613,115195,108260,110470,5,,"112134,5","560672,5",,0,0
06.11.2020,13:04:00,108915,115266,108028,110481,78,,"110672,5",8632455,,1,0
06.11.2020,13:05:00,114941,115204,108162,109685,53,,111998,5935894,,0,0
06.11.2020,13:06:00,112336,115125,107962,111115,93,,"111634,5","10382008,5",,0,0
06.11.2020,13:07:00,109848,115285,107954,108915,82,,"110500,5",9061041,,0,0
06.11.2020,13:08:00,109447,115226,107945,113691,69,,"111577,25","7698830,25",,1,0
06.11.2020,13:09:00,111353,115283,108047,108047,74,,"110682,5",8190505,,0,0
06.11.2020,13:10:00,114853,115255,107906,108387,80,,"111600,25",8928020,,0,0
06.11.2020,13:11:00,114678,115151,107941,114154,36,,112981,4067316,,0,0
06.11.2020,13:12:00,113594,114766,107918,114766,76,,112761,8569836,,1,0
06.11.2020,13:13:00,113064,115239,107917,112758,6,,"112244,5",673467,,0,0
06.11.2020,13:14:00,108650,115267,108059,109791,24,,"110441,75",2650602,,1,0
06.11.2020,13:15:00,111567,115111,107942,112361,94,,"111745,25","10504053,5",,1,0
06.11.2020,13:16:00,110390,115160,108101,115160,47,,"112202,75","5273529,25",,1,0
06.11.2020,13:18:00,109104,115169,107936,111942,43,,"111037,75","4774623,25",,1,0
06.11.2020,13:19:00,113800,115212,108010,108714,97,,111434,10809098,,0,0
06.11.2020,13:20:00,112443,115290,108181,115131,58,,"112761,25","6540152,5",,1,0
06.11.2020,13:21:00,112933,115280,107909,112991,38,,"112278,25","4266573,5",,1,0
06.11.2020,13:22:00,108385,115185,107963,109301,65,,"110208,5","7163552,5",,1,0
06.11.2020,13:23:00,112655,115022,108041,109431,60,,"111287,25",6677235,,0,0
06.11.2020,13:24:00,108762,115262,107992,113212,77,,111307,8570639,,1,0
06.11.2020,13:25:00,111303,115025,107997,115025,45,,"112337,5","5055187,5",,1,0
06.11.2020,13:26:00,111516,115161,108222,115161,24,,112515,2700360,,1,0
06.11.2020,13:27:00,110875,115259,108257,112461,76,,111713,8490188,,1,0
06.11.2020,13:28:00,108623,115230,107916,113643,5,,111353,556765,,1,0
06.11.2020,13:29:00,114902,115278,108111,110091,8,,"112095,5",896764,,0,0
06.11.2020,13:30:00,108356,115209,108104,108104,48,,"109943,25",5277276,,0,0
06.11.2020,13:31:00,110915,115290,108011,111668,1,,111471,111471,,1,0
06.11.2020,13:32:00,112627,114838,107968,110238,98,,"111417,75","10918939,5",,0,0
06.11.2020,13:33:00,113088,115224,108025,110592,40,,"111732,25",4469290,,0,0
06.11.2020,13:34:00,111937,115263,107978,109662,92,,111210,10231320,,0,0
06.11.2020,13:35:00,113524,115174,107936,108265,54,,"111224,75","6006136,5",,0,0
06.11.2020,13:36:00,112290,115159,108036,108472,63,,"110989,25","6992322,75",,0,0
06.11.2020,13:37:00,108632,115231,107949,109968,63,,110445,6958035,,1,0
06.11.2020,13:38:00,113696,115190,107986,113202,41,,"112518,5","4613258,5",,0,0
06.11.2020,13:39:00,111576,115201,108338,111412,40,,"111631,75",4465270,,0,0
06.11.2020,13:40:00,110224,115292,107948,110286,64,,"110937,5",7100000,,1,0
06.11.2020,13:41:00,113496,115283,108074,110230,3,,"111770,75","335312,25",,0,0
06.11.2020,13:42:00,111230,115106,108002,114424,28,,"112190,5",3141334,,1,0
06.11.2020,13:44:00,109110,114956,108069,112130,25,,"111066,25","2776656,25",,1,0
06.11.2020,13:45:00,112010,114446,108056,112209,6,,"111680,25","670081,5",,1,0
06.11.2020,13:46:00,109953,115210,108105,113757,32,,"111756,25",3576200,,1,0
06.11.2020,13:47:00,111295,115176,108140,115132,63,,"112435,75","7083452,25",,1,0
06.11.2020,13:48:00,114561,115280,108102,113433,64,,112844,7222016,,0,0
06.11.2020,13:49:00,113462,115294,107993,113683,66,,112608,7432128,,1,0
06.11.2020,13:50:00,115177,115177,107970,111136,12,,112365,1348380,,0,0
06.11.2020,13:51:00,113283,115182,108109,111243,73,,"111954,25","8172660,25",,0,0
06.11.2020,13:52:00,110204,115215,107915,113870,61,,111801,6819861,,1,0
06.11.2020,13:53:00,114309,115254,107902,108420,43,,"111471,25","4793263,75",,0,0
06.11.2020,13:54:00,113599,115192,108310,108875,32,,111494,3567808,,0,0
06.11.2020,13:55:00,110281,115276,108066,109361,92,,110746,10188632,,0,0
06.11.2020,13:56:00,110024,115297,108208,112919,11,,111612,1227732,,1,0
06.11.2020,13:57:00,110649,115253,107943,111494,85,,"111334,75","9463453,75",,1,0
06.11.2020,13:58:00,109096,115291,108156,113190,90,,"111433,25","10028992,5",,1,0
06.11.2020,13:59:00,113280,115131,108226,109288,70,,"111481,25","7803687,5",,0,0
06.11.2020,14:00:00,112277,115241,107907,112097,24,,"111880,5",2685132,,0,0
06.11.2020,14:01:00,112817,115241,107960,112273,77,,"112072,75","8629601,75",,0,0
06.11.2020,14:02:00,108971,115289,107902,113536,20,,"111424,5",2228490,,1,0
06.11.2020,14:03:00,108810,115098,108032,113553,23,,"111373,25","2561584,75",,1,0
06.11.2020,14:04:00,108813,115154,107976,111279,90,,"110805,5",9972495,,1,0
06.11.2020,14:05:00,114729,115284,108037,108418,38,,111617,4241446,,0,0
06.11.2020,14:06:00,110222,115175,108084,109432,48,,"110728,25",5314956,,0,0
06.11.2020,14:07:00,114211,115146,107955,110899,90,,"112052,75","10084747,5",,0,0
06.11.2020,14:08:00,113203,115267,108187,114868,49,,"112881,25","5531181,25",,1,0
06.11.2020,14:09:00,108747,115270,107964,114190,18,,"111542,75","2007769,5",,1,0
06.11.2020,14:10:00,109163,115245,108087,108254,26,,"110187,25","2864868,5",,0,0
06.11.2020,14:11:00,111142,115029,107981,110491,23,,"111160,75","2556697,25",,0,0
06.11.2020,14:12:00,114294,115247,107944,112880,21,,"112591,25","2364416,25",,0,0
06.11.2020,14:13:00,108635,115278,108033,109541,7,,"110371,75","772602,25",,1,0
06.11.2020,14:14:00,110824,115272,107996,113497,30,,"111897,25","3356917,5",,1,0
06.11.2020,14:15:00,108850,115141,107906,109205,90,,"110275,5",9924795,,1,0
06.11.2020,14:16:00,109655,115147,108111,109183,39,,110524,4310436,,0,0
06.11.2020,14:17:00,111948,114915,108051,109264,57,,"111044,5","6329536,5",,0,0
06.11.2020,14:18:00,110560,115293,107905,114119,14,,"111969,25","1567569,5",,1,0
06.11.2020,14:19:00,112349,115031,108125,110502,3,,"111501,75","334505,25",,0,0
06.11.2020,14:20:00,112802,115216,107907,114301,90,,"112556,5",10130085,,1,0
06.11.2020,14:21:00,112507,115190,108070,114639,50,,"112601,5",5630075,,1,0
06.11.2020,14:22:00,112103,115219,107988,114142,81,,112363,9101403,,1,0
06.11.2020,14:23:00,114727,115148,108028,114391,84,,"113073,5",9498174,,0,0
06.11.2020,14:24:00,110831,114756,108053,109511,70,,"110787,75","7755142,5",,0,0
06.11.2020,14:25:00,110353,115281,107928,109531,1,,"110773,25","110773,25",,0,0
06.11.2020,14:26:00,113848,115241,107964,108143,63,,111299,7011837,,0,0
06.11.2020,14:27:00,115118,115243,107944,112240,22,,"112636,25","2477997,5",,0,0
06.11.2020,14:28:00,114246,115282,108025,113956,13,,"112877,25","1467404,25",,0,0
06.11.2020,14:29:00,111988,115200,107979,112877,67,,112011,7504737,,1,0
06.11.2020,14:30:00,108104,115230,108104,110779,19,,"110554,25","2100530,75",,1,0
06.11.2020,14:31:00,114124,115141,108008,112500,93,,"112443,25","10457222,25",,0,0
06.11.2020,14:32:00,110858,115157,107904,110796,83,,"111178,75","9227836,25",,0,0
06.11.2020,14:33:00,113768,115222,108178,111262,17,,"112107,5","1905827,5",,0,0
06.11.2020,14:34:00,115221,115221,107942,112950,97,,"112833,5","10944849,5",,0,0
06.11.2020,14:35:00,108236,115264,107915,113596,41,,"111252,75","4561362,75",,1,0
06.11.2020,14:36:00,112029,115274,107943,112521,86,,"111941,75","9626990,5",,1,0
06.11.2020,14:37:00,114917,114958,107948,113127,87,,"112737,5","9808162,5",,0,0
06.11.2020,14:38:00,113982,115274,107919,109180,44,,"111588,75",4909905,,0,0
06.11.2020,14:39:00,108624,115266,108248,114209,70,,"111586,75","7811072,5",,1,0
06.11.2020,14:40:00,109597,115167,107997,110939,86,,110925,9539550,,1,0
06.11.2020,14:41:00,109116,115136,107962,108320,10,,"110133,5",1101335,,0,0
06.11.2020,14:42:00,110895,115200,108031,111359,65,,"111371,25","7239131,25",,1,0
06.11.2020,14:43:00,110023,115165,107990,113007,71,,"111546,25","7919783,75",,1,0
06.11.2020,14:44:00,110626,115070,107916,108572,47,,110546,5195662,,0,0
06.11.2020,14:45:00,108791,115271,108078,114482,43,,"111655,5","4801186,5",,1,0
06.11.2020,14:46:00,109501,115185,107900,112119,47,,"111176,25","5225283,75",,1,0
06.11.2020,14:47:00,115294,115294,108071,111926,86,,"112646,25","9687577,5",,0,0
06.11.2020,14:48:00,110081,115253,107902,112858,28,,"111523,5",3122658,,1,0
06.11.2020,14:49:00,111381,115237,107987,109957,78,,"111140,5",8668959,,0,0
06.11.2020,14:50:00,113383,115229,108329,114751,96,,112923,10840608,,1,0
06.11.2020,14:51:00,115224,115270,107942,112302,18,,"112684,5",2028321,,0,0
06.11.2020,14:52:00,110458,115274,107998,110350,30,,111020,3330600,,0,0
06.11.2020,14:53:00,109528,115105,108015,110613,96,,"110815,25",10638264,,1,0
06.11.2020,14:54:00,115004,115222,108185,108415,45,,"111706,5","5026792,5",,0,0
06.11.2020,14:55:00,113208,115074,107925,111905,70,,112028,7841960,,0,0
06.11.2020,14:56:00,110420,115278,107948,115011,64,,"112164,25",7178512,,1,0
06.11.2020,14:57:00,109365,115272,108018,108633,80,,110322,8825760,,0,0
06.11.2020,14:58:00,115204,115204,107934,113045,3,,"112846,75","338540,25",,0,0
06.11.2020,14:59:00,110871,115250,108064,112471,62,,111664,6923168,,1,0
06.11.2020,15:00:00,112836,115157,108142,108679,44,,"111203,5",4892954,,0,0
06.11.2020,15:01:00,109854,115232,107970,113199,50,,"111563,75","5578187,5",,1,0
06.11.2020,15:02:00,109849,115118,108074,109485,28,,"110631,5",3097682,,0,0
06.11.2020,15:03:00,111583,115296,108003,110250,48,,111283,5341584,,0,0
06.11.2020,15:04:00,111007,115284,108253,110082,97,,"111156,5","10782180,5",,0,0
06.11.2020,15:05:00,110926,115167,107929,112277,72,,"111574,75",8033382,,1,0
06.11.2020,15:06:00,113642,115046,108080,110392,50,,111790,5589500,,0,0
06.11.2020,15:07:00,110094,115196,107916,113091,30,,"111574,25","3347227,5",,1,0
06.11.2020,15:08:00,113432,114767,107909,109335,78,,"111360,75","8686138,5",,0,0
06.11.2020,15:09:00,108497,115284,107977,109891,83,,"110412,25","9164216,75",,1,0
06.11.2020,15:10:00,114202,115190,108044,113756,96,,112798,10828608,,0,0
06.11.2020,15:11:00,113621,115299,108009,113643,98,,112643,11039014,,1,0
06.11.2020,15:12:00,108590,115240,108273,115240,52,,"111835,75",5815459,,1,0
06.11.2020,15:13:00,110398,115158,107900,113973,58,,"111857,25","6487720,5",,1,0
06.11.2020,15:14:00,108525,115277,107900,112050,1,,110938,110938,,1,0
06.11.2020,15:15:00,108620,115280,108016,111323,98,,"110809,75","10859355,5",,1,0
06.11.2020,15:17:00,108994,115265,108011,111178,9,,110862,997758,,1,0
06.11.2020,15:18:00,114509,115170,107960,113628,4,,"112816,75",451267,,0,0
06.11.2020,15:19:00,111914,115092,107980,113299,4,,"112071,25",448285,,1,0
06.11.2020,15:20:00,110375,115205,107989,108322,19,,"110472,75","2098982,25",,0,0
06.11.2020,15:21:00,111447,115158,107933,112564,74,,"111775,5",8271387,,1,0
06.11.2020,15:22:00,108354,115118,107959,114352,27,,"111445,75","3009035,25",,1,0
06.11.2020,15:23:00,112187,115283,108032,108064,78,,"110891,5",8649537,,0,0
06.11.2020,15:24:00,110461,115247,107910,110346,24,,110991,2663784,,0,0
06.11.2020,15:25:00,112973,115086,107919,108060,71,,"111009,5","7881674,5",,0,0
06.11.2020,15:26:00,107956,115278,107924,114664,43,,"111455,5","4792586,5",,1,0
06.11.2020,15:27:00,109543,115238,108216,110797,51,,"110948,5","5658373,5",,1,0
06.11.2020,15:28:00,110609,115270,108192,110662,61,,"111183,25","6782178,25",,1,0
06.11.2020,15:29:00,114970,115156,107973,112519,6,,"112654,5",675927,,0,0
06.11.2020,15:30:00,113277,115212,107979,111395,41,,"111965,75","4590595,75",,0,0
06.11.2020,15:31:00,109084,115239,107918,110573,21,,"110703,5","2324773,5",,1,0
06.11.2020,15:32:00,108683,115101,108083,114350,40,,"111554,25",4462170,,1,0
06.11.2020,15:33:00,112166,115279,107921,108777,16,,"111035,75",1776572,,0,0
06.11.2020,15:34:00,108526,115265,107937,112531,56,,"111064,75",6219626,,1,0
06.11.2020,15:35:00,112326,115294,108153,110553,15,,"111581,5","1673722,5",,0,0
06.11.2020,15:36:00,111899,115276,108069,108711,7,,"110988,75","776921,25",,0,0
06.11.2020,15:37:00,114269,114962,108070,109537,60,,"111709,5",6702570,,0,0
06.11.2020,15:38:00,115043,115191,107954,111444,25,,112408,2810200,,0,0
06.11.2020,15:39:00,108957,114583,107920,111404,32,,110716,3542912,,1,0
06.11.2020,15:40:00,109858,115198,107916,108124,76,,110274,8380824,,0,0
06.11.2020,15:41:00,113370,115298,107953,114273,90,,"112723,5",10145115,,1,0
06.11.2020,15:42:00,113528,115283,108050,115131,80,,112998,9039840,,1,0
06.11.2020,15:43:00,112658,115231,107943,113194,47,,"112256,5","5276055,5",,1,0
06.11.2020,15:44:00,110106,115281,107924,112479,82,,"111447,5",9138695,,1,0
06.11.2020,15:45:00,111384,115140,107919,113330,27,,"111943,25","3022467,75",,1,0
06.11.2020,15:46:00,111764,115280,107994,109738,62,,111194,6894028,,0,0
06.11.2020,15:47:00,115013,115092,108278,112841,3,,112806,338418,,0,0
06.11.2020,15:48:00,115002,115280,108173,112995,29,,"112862,5","3273012,5",,0,0
06.11.2020,15:49:00,113760,115294,107906,112587,79,,"112386,75","8878553,25",,0,0
06.11.2020,15:50:00,113878,115279,107937,111183,40,,"112069,25",4482770,,0,0
06.11.2020,15:51:00,108014,115265,108009,110094,43,,"110345,5","4744856,5",,1,0
06.11.2020,15:52:00,112703,115266,107983,107983,88,,"110983,75",9766570,,0,0
06.11.2020,15:53:00,112981,115267,107907,109882,5,,"111509,25","557546,25",,0,0
06.11.2020,15:54:00,110450,115129,107914,109139,62,,110658,6860796,,0,0
06.11.2020,15:55:00,109940,115218,108128,111873,45,,"111289,75","5008038,75",,1,0
06.11.2020,15:56:00,109709,115072,107911,112341,90,,"111258,25","10013242,5",,1,0
06.11.2020,15:57:00,110808,115236,108337,113801,73,,"112045,5","8179321,5",,1,0
06.11.2020,15:58:00,109288,115290,108067,108966,54,,"110402,75","5961748,5",,0,0
06.11.2020,15:59:00,111710,115206,107992,109863,82,,"111192,75","9117805,5",,0,0
06.11.2020,16:00:00,114975,115014,107902,114386,16,,"113069,25",1809108,,0,0
06.11.2020,16:01:00,113278,115250,107970,108711,3,,"111302,25","333906,75",,0,0
06.11.2020,16:02:00,112619,115259,108217,110669,8,,111691,893528,,0,0
06.11.2020,16:03:00,107999,114971,107953,108395,32,,"109829,5",3514544,,1,0
06.11.2020,16:04:00,111846,115285,108006,109779,76,,111229,8453404,,0,0
06.11.2020,16:05:00,113235,114760,107984,108071,38,,"111012,5",4218475,,0,0
06.11.2020,16:06:00,108682,115220,108043,110595,80,,110635,8850800,,1,0
06.11.2020,16:07:00,108141,115192,108029,113094,35,,111114,3888990,,1,0
06.11.2020,16:08:00,114846,115249,108179,110046,76,,112080,8518080,,0,0
06.11.2020,16:10:00,111852,114846,108051,109431,40,,111045,4441800,,0,0
06.11.2020,16:11:00,111209,115169,108299,112418,38,,"111773,75","4247402,5",,1,0
06.11.2020,16:12:00,110144,115296,108228,112597,85,,"111566,25","9483131,25",,1,0
06.11.2020,16:13:00,109452,115042,108014,113584,17,,111523,1895891,,1,0
06.11.2020,16:14:00,109003,115273,107948,110866,79,,"110772,5","8751027,5",,1,0
06.11.2020,16:15:00,108277,115265,107964,108055,37,,"109890,25","4065939,25",,0,0
06.11.2020,16:16:00,109906,115295,108263,111177,33,,"111160,25","3668288,25",,1,0
06.11.2020,16:17:00,110013,115133,107923,114248,76,,"111829,25",8499023,,1,0
06.11.2020,16:18:00,108031,115271,107955,108139,31,,109849,3405319,,1,0
06.11.2020,16:19:00,112534,115297,108281,113328,75,,112360,8427000,,1,0
06.11.2020,16:20:00,111447,115269,107965,108775,23,,110864,2549872,,0,0
06.11.2020,16:21:00,108116,115174,108047,108759,98,,110024,10782352,,1,0
06.11.2020,16:22:00,110366,115205,108032,113245,10,,111712,1117120,,1,0
06.11.2020,16:23:00,110150,115289,108081,113908,35,,111857,3914995,,1,0
06.11.2020,16:24:00,109108,115285,107931,115285,65,,"111902,25","7273646,25",,1,0
06.11.2020,16:25:00,111267,115148,107938,107938,96,,"110572,75",10614984,,0,0
06.11.2020,16:26:00,113168,115194,107933,114610,70,,"112726,25","7890837,5",,1,0
06.11.2020,16:27:00,113092,115206,107902,113427,14,,"112406,75","1573694,5",,1,0
06.11.2020,16:28:00,111227,115233,107978,110584,7,,"111255,5","778788,5",,0,0
06.11.2020,16:29:00,112725,115263,107925,110470,29,,"111595,75","3236276,75",,0,0
06.11.2020,16:30:00,112411,115289,107978,108134,9,,110953,998577,,0,0
06.11.2020,16:31:00,115101,115101,108001,109462,98,,"111916,25","10967792,5",,0,0
06.11.2020,16:32:00,110485,115187,107945,112295,87,,111478,9698586,,1,0
06.11.2020,16:33:00,115136,115150,108176,113631,55,,"113023,25","6216278,75",,0,0
06.11.2020,16:34:00,109823,115136,107970,109033,6,,"110490,5",662943,,0,0
06.11.2020,16:35:00,109699,115279,107907,110397,63,,"110820,5","6981691,5",,1,0
06.11.2020,16:36:00,114341,115276,107927,115170,90,,"113178,5",10186065,,1,0
06.11.2020,16:37:00,114661,115152,107928,109254,5,,"111748,75","558743,75",,0,0
06.11.2020,16:38:00,114714,115248,107909,112666,27,,"112634,25","3041124,75",,0,0
06.11.2020,16:39:00,108148,115180,108148,113670,29,,"111286,5","3227308,5",,1,0
06.11.2020,16:40:00,108591,115280,108174,113103,97,,111287,10794839,,1,0
06.11.2020,16:41:00,112037,115174,107958,112549,66,,"111929,5",7387347,,1,0
06.11.2020,16:42:00,114460,115294,107910,107910,38,,"111393,5",4232953,,0,0
06.11.2020,16:43:00,115195,115247,107908,111287,34,,"112409,25","3821914,5",,0,0
06.11.2020,16:44:00,109055,115140,108080,113327,33,,"111400,5","3676216,5",,1,0
06.11.2020,16:45:00,113819,115276,108061,115265,6,,"113105,25","678631,5",,1,0
06.11.2020,16:46:00,111035,115258,107957,111509,37,,"111439,75","4123270,75",,1,0
06.11.2020,16:47:00,109516,115206,107986,110666,40,,"110843,5",4433740,,1,0
06.11.2020,16:48:00,108390,115209,107996,115182,25,,"111694,25","2792356,25",,1,0
06.11.2020,16:49:00,109861,115287,107981,110127,1,,110814,110814,,1,0
06.11.2020,16:50:00,114671,115087,107909,111649,55,,112329,6178095,,0,0
06.11.2020,16:51:00,112981,115065,107924,113878,71,,112462,7984802,,1,0
06.11.2020,16:52:00,110863,115025,107946,111672,61,,"111376,5","6793966,5",,1,0
06.11.2020,16:53:00,109449,115065,108012,114122,94,,111662,10496228,,1,0
06.11.2020,16:54:00,110672,115255,107936,111974,73,,"111459,25","8136525,25",,1,0
06.11.2020,16:55:00,111500,115289,107999,110509,59,,"111324,25","6568130,75",,0,0
06.11.2020,16:56:00,108556,115283,108217,113552,49,,111402,5458698,,1,0
06.11.2020,16:57:00,113842,115290,107939,114575,34,,"112911,5",3838991,,1,0
06.11.2020,16:58:00,112654,115161,108200,112678,86,,"112173,25","9646899,5",,1,0
06.11.2020,16:59:00,114064,115227,107982,110822,69,,"112023,75","7729638,75",,0,0
06.11.2020,17:00:00,115163,115206,108018,113545,80,,112983,9038640,,0,0
06.11.2020,17:01:00,115226,115238,107935,111548,9,,"112486,75","1012380,75",,0,0
06.11.2020,17:02:00,114463,115214,107935,112334,62,,"112486,5",6974163,,0,0
06.11.2020,17:03:00,113565,115043,108169,110303,65,,111770,7265050,,0,0
06.11.2020,17:04:00,113507,115202,107947,112259,75,,"112228,75","8417156,25",,0,0
06.11.2020,17:05:00,108676,115032,107973,110005,57,,"110421,5","6294025,5",,1,0
06.11.2020,17:06:00,112944,115278,107997,108819,76,,"111259,5",8455722,,0,0
06.11.2020,17:07:00,108049,115274,108049,112325,54,,"110924,25","5989909,5",,1,0
06.11.2020,17:08:00,112248,115267,107989,110688,93,,111548,10373964,,0,0
